object_class,space,cluster_id,cluster_size,prototype_rank,object_id,object_label,definition,cosine_to_centroid
characters,semantic,39,206,3,U+3DB9,㶹,fire; flames,0.956414
characters,semantic,39,206,4,U+3DF0,㷰,flames,0.952987
characters,semantic,39,206,5,U+7114,焔,"flame, blaze; glowing, blazing",0.951366
characters,semantic,39,206,6,U+3DEC,㷬,fire,0.943528
characters,semantic,39,206,7,U+715A,煚,fire,0.943528
characters,semantic,39,206,8,U+3DAF,㶯,fire,0.943528
characters,semantic,39,206,9,U+7216,爖,fire,0.943528
characters,semantic,39,206,10,U+721F,爟,fire,0.943528
characters,semantic,40,155,1,U+3EFF,㻿,a kind of jade,0.979865
characters,semantic,40,155,2,U+739A,玚,a kind of jade,0.979865
characters,semantic,40,155,3,U+3ED1,㻑,a kind of jade,0.979865
characters,semantic,40,155,4,U+3EB8,㺸,a kind of jade,0.979865
characters,semantic,40,155,5,U+3ED4,㻔,a kind of jade,0.979865
characters,semantic,40,155,6,U+3ED5,㻕,a kind of jade,0.979865
characters,semantic,40,155,7,U+73E6,珦,a kind of jade,0.979865
characters,semantic,40,155,8,U+3EB1,㺱,a kind of jade,0.979865
characters,semantic,40,155,9,U+3ED6,㻖,a kind of jade,0.979865
characters,semantic,40,155,10,U+3EAD,㺭,a kind of jade,0.979865
characters,semantic,41,278,1,U+3C00,㰀,a kind of tree,0.961538
characters,semantic,41,278,2,U+3B51,㭑,a kind of tree,0.961538
characters,semantic,41,278,3,U+3B54,㭔,a kind of tree,0.961538
characters,semantic,41,278,4,U+3B85,㮅,a kind of tree,0.961538
characters,semantic,41,278,5,U+3BD7,㯗,a kind of tree,0.961538
characters,semantic,41,278,6,U+3BB9,㮹,a tree,0.951205
characters,semantic,41,278,7,U+3BBF,㮿,a tree,0.951205
characters,semantic,41,278,8,U+3BA9,㮩,a tree,0.951205
characters,semantic,41,278,9,U+6802,栂,a kind of evergreen tree,0.948679
characters,semantic,41,278,10,U+675D,杝,tree,0.947109
characters,semantic,42,571,1,U+46EE,䛮,"to destroy, to slander; to abuse; to defame, (non-classical form of 咎) a fault; a defect, an error, to blame; to censure",0.929098
characters,semantic,42,571,2,U+46E9,䛩,"to slander; to defame, (same as 惡) to abominate; to detest, (same as 啞) to laugh; to grin",0.923673
characters,semantic,42,571,3,U+3952,㥒,"corrupt; wicked, to hate; to dislike, (same as 猜) to be jealous and suspicious, cunning; crafty",0.923511
characters,semantic,42,571,4,U+8D78,赸,"abuse, slander; vilify; ridicule",0.92204
characters,semantic,42,571,5,U+9EF7,黷,"to dishonor, defile, corrupt; soiled",0.921638
characters,semantic,42,571,6,U+9EE9,黩,"to dishonor, defile, corrupt; soiled",0.921638
characters,semantic,42,571,7,U+46F2,䛲,"(same as 謾) to deceive, to scorn; to disdain",0.9209
characters,semantic,42,571,8,U+8C07,谇,"speak ill of, vilify; berate",0.920257
characters,semantic,42,571,9,U+3975,㥵,"(a variant of 慁) to dishonour; to disgrace; to distress, grief; shame; to disobey, to be anxious; to be apprehensive; to worry, to disturb or to agitate; to harass, confused and disorderly",0.911163
characters,semantic,42,571,10,U+3901,㤁,"(standard form of 忝) to disgrace; to insult, to condescend",0.911019
characters,semantic,43,425,1,U+8D11,贑,Jiangxi province,0.929851
characters,semantic,43,425,2,U+3BBE,㮾,a place in today's Hunan Province,0.929204
characters,semantic,43,425,3,U+830C,茌,name of a district in Shandong,0.926623
characters,semantic,43,425,4,U+910D,鄍,a town in Shandong province,0.92124
characters,semantic,43,425,5,U+48C4,䣄,name of a place in today's Shandong Province,0.9212
characters,semantic,43,425,6,U+90E0,郠,place in Shandong province,0.920813
characters,semantic,43,425,7,U+90C8,郈,place in Shandong province,0.920813
characters,semantic,43,425,8,U+8D1B,贛,Jiangxi province; places therein,0.920122
characters,semantic,43,425,9,U+5D00,崀,place name in Hunan province,0.91981
characters,semantic,43,425,10,U+7B7B,筻,place name in Hunan province,0.91981
characters,semantic,44,321,1,U+9E4E,鹎,bird,0.971022
characters,semantic,44,321,2,U+49F7,䧷,a kind of bird,0.969647
characters,semantic,44,321,3,U+4CAA,䲪,a kind of bird,0.969647
characters,semantic,44,321,4,U+9DC8,鷈,a kind of bird,0.969647
characters,semantic,44,321,5,U+4CAE,䲮,a kind of bird,0.969647
characters,semantic,44,321,6,U+4CB8,䲸,a kind of bird,0.969647
characters,semantic,44,321,7,U+4CFF,䳿,a kind of bird,0.969647
characters,semantic,44,321,8,U+4D04,䴄,a kind of bird,0.969647
characters,semantic,44,321,9,U+49FE,䧾,a kind of bird; like wild duck,0.950458
characters,semantic,44,321,10,U+4CCD,䳍,a kind of pheasant-like bird,0.950146
characters,semantic,45,420,1,U+8C2B,谫,shallow; stupid,0.923445
characters,semantic,45,420,2,U+8B7E,譾,shallow; stupid,0.923445
characters,semantic,45,420,3,U+8B2D,謭,shallow; stupid,0.923445
characters,semantic,45,420,4,U+4090,䂐,short (ancient form of 拙) stupid; crude; poor; slow and clumsy,0.918618
characters,semantic,45,420,5,U+3C63,㱣,"uneven, weak; feeble",0.917073
characters,semantic,45,420,6,U+8926,褦,"stupid, dull, ignorant, doltish; (Cant.) to tie up, bind",0.912613
characters,semantic,45,420,7,U+47BF,䞿,"(interchangeable 蹇) lame; crippled, slow, weak; feeble, difficult; hard",0.908457
characters,semantic,45,420,8,U+8DD9,跙,"weak, lame",0.905546
characters,semantic,45,420,9,U+4A8F,䪏,"weak; feeble; tender; delicate; soft, (dialect) to hang down the head and sleepy",0.9049
characters,semantic,45,420,10,U+639E,掞,"easy, smooth; quiet; suave",0.904083
characters,semantic,46,430,1,U+7D4F,絏,"rope, cable; reins; to tie up, bind",0.924452
characters,semantic,46,430,2,U+4301,䌁,"a pleat; fold, a piece of string; ribbon used to tie clothes, a rope; a line; a cord",0.915529
characters,semantic,46,430,3,U+7E06,縆,a rope,0.91303
characters,semantic,46,430,4,U+7DEA,緪,a rope,0.91303
characters,semantic,46,430,5,U+7D5A,絚,a rope,0.91303
characters,semantic,46,430,6,U+4E7C,乼,rope,0.90502
characters,semantic,46,430,7,U+7D8D,綍,rope,0.90502
characters,semantic,46,430,8,U+7E58,繘,rope,0.90502
characters,semantic,46,430,9,U+7E68,繨,a knot (of a rope),0.902203
characters,semantic,46,430,10,U+7E92,纒,"wrap, wind around; tie, bind",0.895044
characters,semantic,47,846,1,U+5622,嘢,(Cant.) thing,0.951645
characters,semantic,47,846,2,U+89BC,覼,to explain in detail,0.950292
characters,semantic,47,846,3,U+8B4D,譍,answer,0.949768
characters,semantic,47,846,4,U+8999,覙,explain in detail,0.945239
characters,semantic,47,846,5,U+69EA,槪,generally,0.944336
characters,semantic,47,846,6,U+9819,頙,correct,0.939617
characters,semantic,47,846,7,U+6322,挢,correct,0.939617
characters,semantic,47,846,8,U+667B,晻,unclear,0.926154
characters,semantic,47,846,9,U+46D6,䛖,(same as 詍) loquacious,0.922215
characters,semantic,47,846,10,U+557D,啽,(Cant.) to speak,0.922052
characters,semantic,48,235,1,U+4131,䄱,a kind of grain,0.934561
characters,semantic,48,235,2,U+4127,䄧,a kind of grain,0.934561
characters,semantic,48,235,3,U+42AE,䊮,name of a variety of grain,0.920422
characters,semantic,48,235,4,U+49A4,䦤,seed of grains,0.898866
characters,semantic,48,235,5,U+417C,䅼,"a kind of grains, to plant; to sow; to cultivate",0.897403
characters,semantic,48,235,6,U+7A6D,穭,wild grain,0.893384
characters,semantic,48,235,7,U+7A06,稆,wild grain,0.893384
characters,semantic,48,235,8,U+79D6,秖,grain that has started to ripen,0.889278
characters,semantic,48,235,9,U+43AA,䎪,"the stalk of grain; straw, a hammer used to pound grains and corns, etc.",0.888749
characters,semantic,48,235,10,U+4D46,䵆,"(same as 䴿) grains from the distillery, crumbs of barley, crumbs of rice",0.888636
characters,semantic,49,313,1,U+57A2,垢,"dirt, filth, stains; dirty",0.87816
characters,semantic,49,313,2,U+7038,瀸,"moisten, soak",0.868657
characters,semantic,49,313,3,U+82FE,苾,"smell, fragrance, aroma",0.854587
characters,semantic,49,313,4,U+6EBD,溽,"moist, humid, muggy",0.852346
characters,semantic,49,313,5,U+7C78,籸,powdery substance,0.852196
characters,semantic,49,313,6,U+81A9,膩,"greasy, oily, dirty; smooth",0.851365
characters,semantic,49,313,7,U+9460,鑠,"melt, smelt; shine",0.850055
characters,semantic,49,313,8,U+847E,葾,(Cant.) a bad smell,0.849808
characters,semantic,49,313,9,U+35DC,㗜,"(same as 嗅) to smell, to scent",0.847742
characters,semantic,49,313,10,U+9AAF,骯,dirty,0.84751
characters,semantic,50,379,1,U+3B33,㬳,"light; bright, clear",0.926617
characters,semantic,50,379,2,U+3B1A,㬚,"light; bright, clear",0.926617
characters,semantic,50,379,3,U+3AF9,㫹,"light; bright, warm, genial",0.925935
characters,semantic,50,379,4,U+3AF6,㫶,light; bright,0.922061
characters,semantic,50,379,5,U+3ADB,㫛,"light; bright; brilliant, clear, intelligent; day dawn",0.911067
characters,semantic,50,379,6,U+3ADC,㫜,"light; bright; brilliant, clear, intelligent; day dawn",0.911067
characters,semantic,50,379,7,U+3FE9,㿩,"light; bright, white color",0.908888
characters,semantic,50,379,8,U+665B,晛,sunlight,0.903517
characters,semantic,50,379,9,U+3AFB,㫻,sunlight,0.903517
characters,semantic,50,379,10,U+41AA,䆪,color of the light; brilliance or gleaming,0.903126
characters,semantic,51,395,1,U+889A,袚,greave; knee-pads; buskins,0.91234
characters,semantic,51,395,2,U+758B,疋,"roll, bolt of cloth; foot",0.893655
characters,semantic,51,395,3,U+441F,䐟,"fat; plump, bent; curved feet",0.88202
characters,semantic,51,395,4,U+3786,㞆,"(same as 踦) one-legged, crippled; halt, a defect, tired, the shin",0.881303
characters,semantic,51,395,5,U+8E2D,踭,"(Cant.) heel, elbow",0.88116
characters,semantic,51,395,6,U+4A63,䩣,shoe-cushions,0.879542
characters,semantic,51,395,7,U+4A77,䩷,(same as 幫) the sides of a shoe,0.878359
characters,semantic,51,395,8,U+8E0E,踎,(Cant.) to squat,0.875566
characters,semantic,51,395,9,U+4438,䐸,"(non-classical form of 膕) the back of the knee, crooked feet",0.874769
characters,semantic,51,395,10,U+6489,撉,"to squat, crouch",0.868906
characters,semantic,52,398,1,U+34F8,㓸,"(same as 斲) to cut to pieces; to hack; to chop or hew, to carve for ornaments",0.914864
characters,semantic,52,398,2,U+525F,剟,"to prick; to cut blocks, to engrave",0.912024
characters,semantic,52,398,3,U+65B5,斵,to cut to pieces; to hack; to chop or hew; to carve for ornaments,0.911985
characters,semantic,52,398,4,U+3506,㔆,"to cut; to hack; to reap; to trim or clip, to stab; to pierce; to brand",0.910891
characters,semantic,52,398,5,U+5221,刡,to scrape; to pare,0.907907
characters,semantic,52,398,6,U+6BDF,毟,"to pluck, pick, tear",0.905614
characters,semantic,52,398,7,U+48E6,䣦,to cut; to mince; to slice; to carve,0.901169
characters,semantic,52,398,8,U+350D,㔍,"a hinged shear or long knife for cutting fodder; sheet-iron; etc., to cut up; to mince",0.898374
characters,semantic,52,398,9,U+34DF,㓟,"to peel, to pare, to trim, to split, (non-classical form) to open; to unroll; to spread out",0.897275
characters,semantic,52,398,10,U+39DF,㧟,"(simplified form of 擓) to wipe; to scrub; to rub, to dust; to clean, (a dialect) to scratch with fingers lightly, (a dialect) to carry on the arm",0.895873
characters,semantic,53,703,1,U+6C84,沄,billows,0.932158
characters,semantic,53,703,2,U+6554,敔,gavel,0.924579
characters,semantic,53,703,3,U+7B99,箙,quiver,0.918626
characters,semantic,53,703,4,U+853E,蔾,kind of bramble,0.915017
characters,semantic,53,703,5,U+4A74,䩴,a quiver,0.908068
characters,semantic,53,703,6,U+4A6E,䩮,a quiver,0.908068
characters,semantic,53,703,7,U+857B,蕻,budding,0.904127
characters,semantic,53,703,8,U+69B1,榱,rafter,0.901799
characters,semantic,53,703,9,U+9A23,騣,mane,0.901057
characters,semantic,53,703,10,U+4C15,䰕,mane,0.901057
characters,semantic,54,368,1,U+9907,餇,food,0.918923
characters,semantic,54,368,2,U+6E4C,湌,to eat,0.902687
characters,semantic,54,368,3,U+9927,餧,steamed bread; to feed,0.895898
characters,semantic,54,368,4,U+9378,鍸,"food, gruel",0.893383
characters,semantic,54,368,5,U+38BD,㢽,"(same as 餌) a bait, cakes, food, to eat",0.891156
characters,semantic,54,368,6,U+4436,䐶,"to cook; to boil; to decoct, diseases of the lips; hare-lip, pieces of meat",0.889676
characters,semantic,54,368,7,U+44F9,䓹,"(same as 饐) to stuff full and to gulp down, cooked food which has become mouldy, sour",0.886907
characters,semantic,54,368,8,U+4B38,䬸,"(corrupted form of 餐) a meal, to eat, food",0.885632
characters,semantic,54,368,9,U+7C51,籑,"to feed, to provide for delicacies, dainties",0.88432
characters,semantic,54,368,10,U+4B64,䭤,"to chew; to eat, to roll round with the hand, cakes; biscuits",0.884055
characters,semantic,55,154,1,U+8254,艔,(Cant.) boat,0.962869
characters,semantic,55,154,2,U+8221,舡,"boat, ship",0.955036
characters,semantic,55,154,3,U+4466,䑦,a boat; a ship; vessel,0.954933
characters,semantic,55,154,4,U+446F,䑯,a boat; a ship; vessel,0.954933
characters,semantic,55,154,5,U+4471,䑱,a boat; a ship; vessel,0.954933
characters,semantic,55,154,6,U+4474,䑴,a boat; a ship; vessel,0.954933
characters,semantic,55,154,7,U+4464,䑤,a boat; a ship; vessel,0.954933
characters,semantic,55,154,8,U+8229,舩,"boat, ship, vessel",0.953093
characters,semantic,55,154,9,U+4463,䑣,a sailing boat,0.944521
characters,semantic,55,154,10,U+4486,䒆,"name of a ship, a sailing boat",0.941938
characters,semantic,56,306,1,U+75E1,痡,a disease; an ailment,0.932336
characters,semantic,56,306,2,U+344A,㑊,a kind of disease,0.922079
characters,semantic,56,306,3,U+3FD1,㿑,illness; disease; ailment,0.917152
characters,semantic,56,306,4,U+3F87,㾇,illness; disease; ailment,0.917152
characters,semantic,56,306,5,U+3F74,㽴,illness; disease,0.913621
characters,semantic,56,306,6,U+3F73,㽳,illness; disease,0.913621
characters,semantic,56,306,7,U+75C7,症,"disease, illness, ailment",0.909266
characters,semantic,56,306,8,U+3F7B,㽻,diseases; illness,0.906379
characters,semantic,56,306,9,U+75C5,病,"illness, sickness, disease",0.902187
characters,semantic,56,306,10,U+3FDA,㿚,sickness; ailment; disease,0.900385
characters,semantic,57,369,1,U+36B6,㚶,"(same as 姒) wife of one's husband's elder brother; (in ancient China) the elder of twins; a Chinese family name, (same as 姬) a handsome girl; a charming girl; a concubine; a Chinese family name",0.874313
characters,semantic,57,369,2,U+89AA,親,"relatives, parents; intimate",0.869093
characters,semantic,57,369,3,U+5B65,孥,one's children,0.868983
characters,semantic,57,369,4,U+5A18,娘,mother; young girl; woman; wife,0.86575
characters,semantic,57,369,5,U+59B8,妸,person,0.860883
characters,semantic,57,369,6,U+5A7C,婼,person,0.860883
characters,semantic,57,369,7,U+373C,㜼,"(same as 姪) children of one's brother -- nephews or nieces, I; me (when speaking to a family friend of father's generation)",0.850892
characters,semantic,57,369,8,U+4F22,伢,child,0.849179
characters,semantic,57,369,9,U+5D3D,崽,"a child, a servant; a diminutive",0.847377
characters,semantic,57,369,10,U+3711,㜑,"(same as 婆) an older woman, mother of one's husband, one's grandmother",0.846716
characters,semantic,58,343,1,U+460B,䘋,a kind of insect,0.939357
characters,semantic,58,343,2,U+45B7,䖷,a kind of insect,0.939357
characters,semantic,58,343,3,U+43BC,䎼,a kind of insect,0.939357
characters,semantic,58,343,4,U+45FC,䗼,a kind of insect,0.939357
characters,semantic,58,343,5,U+45DF,䗟,a kind of insect,0.939357
characters,semantic,58,343,6,U+45EE,䗮,a kind of insect,0.939357
characters,semantic,58,343,7,U+45CE,䗎,a kind of insect,0.939357
characters,semantic,58,343,8,U+45DB,䗛,a kind of insect,0.939357
characters,semantic,58,343,9,U+87DC,蟜,insect,0.923054
characters,semantic,58,343,10,U+665C,晜,insect,0.923054
characters,semantic,59,172,1,U+4873,䡳,"cart, carriage etc.",0.932846
characters,semantic,59,172,2,U+4849,䡉,a kind of cart,0.912401
characters,semantic,59,172,3,U+8EDA,軚,(Cant.) a steering wheel,0.896155
characters,semantic,59,172,4,U+485C,䡜,"car (of a train); compartment; the inside of a cart, axis; pivot; axle; an axletree",0.889577
characters,semantic,59,172,5,U+485F,䡟,a ring of the horizontal front bar on a carriage; to control the wheel,0.888253
characters,semantic,59,172,6,U+4846,䡆,a moving cart,0.886797
characters,semantic,59,172,7,U+92D7,鋗,a small basin; rings on a cart of carriage,0.879911
characters,semantic,59,172,8,U+485D,䡝,"a rear covering of a big carriage, an armed carriage; a military cart; cart used by the soldiers, name of a carriage",0.87851
characters,semantic,59,172,9,U+6A1A,樚,"a pulley, a windlass, a wheel, a block",0.876794
characters,semantic,59,172,10,U+487F,䡿,"(same as 軨) frames on the sides and front of a carriage, wheels of a carriage",0.876305
